1731238861.754125 server started (23799): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1731238861.754137 on Linux 6.11.6-arch1-1 #1 SMP PREEMPT_DYNAMIC Fri, 01 Nov 2024 03:30:41 +0000
1731238861.754144 using libevent 2.1.12-stable poll
1731238861.754150 using utf8proc 2.9.0
1731238861.754152 using ncurses 6.5 20240427
1731238861.755194 yylex_token: end at WS
1731238861.755195 yylex_token: --
1731238861.755197 yylex_token: end at WS
1731238861.755199 yylex_token: %%
1731238861.755202 cmd_parse_build_commands 0:0: bind
1731238861.755204 cmd_parse_build_commands 0:1: -N
1731238861.755206 cmd_parse_build_commands 0:2: Rename current session
1731238861.755208 cmd_parse_build_commands 0:3: $
1731238861.755210 cmd_parse_build_commands 0:4 0:0: command-prompt
1731238861.755212 cmd_parse_build_commands 0:4 0:1: -I#S
1731238861.755215 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1731238861.755217 cmd_parse_build_commands 0:4 0:2 0:1: --
1731238861.755219 cmd_parse_build_commands 0:4 0:2 0:2: %%
1731238861.755221 cmd_parse_build_commands 0:0: command-prompt
1731238861.755223 cmd_parse_build_commands 0:1: -I#S
1731238861.755226 cmd_parse_build_commands 0:2 0:0: rename-session
1731238861.755228 cmd_parse_build_commands 0:2 0:1: --
1731238861.755230 cmd_parse_build_commands 0:2 0:2: %%
1731238861.755232 cmd_parse_build_commands 0:0: rename-session
1731238861.755234 cmd_parse_build_commands 0:1: --
1731238861.755236 cmd_parse_build_commands 0:2: %%
1731238861.755239 args_parse_flags: next --
1731238861.755241 args_parse: flags end at 2 of 3
1731238861.755243 args_parse: 2 = %% (type STRING)
1731238861.755246 cmd_parse_build_commands: rename-session "%%"
1731238861.755248 args_parse_flags: next -I#S
1731238861.755250 args_parse_flag_argument: -I = #S
1731238861.755253 args_parse: flags end at 2 of 3
1731238861.755255 args_parse: 2 = rename-session "%%" (type COMMANDS)
1731238861.755260 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1731238861.755262 args_parse_flags: next -N
1731238861.755264 args_parse_flag_argument: -N = Rename current session
1731238861.755266 args_parse_flags: next $
1731238861.755268 args_parse: flags end at 3 of 5
1731238861.755270 args_parse: 3 = $ (type STRING)
1731238861.755274 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1731238861.755280 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1731238861.755283 cmdq_get_command: [bind-key/0x63318e7e5500] group 58
1731238861.755285 cmdq_append <global>: [bind-key/0x63318e7e5500]
1731238861.755289 yylex_token: end at WS
1731238861.755291 yylex_token: bind
1731238861.755293 yylex_token: end at WS
1731238861.755297 yylex_token: -N
1731238861.755300 yylex_token: end at WS
1731238861.755302 yylex_token: Split window horizontally
1731238861.755304 yylex_get_word: %
1731238861.755306 yylex_token: end at WS
1731238861.755308 yylex_token: split-window
1731238861.755310 yylex_token: end at WS
1731238861.755312 yylex_token: -h
1731238861.755314 cmd_parse_build_commands 0:0: bind
1731238861.755316 cmd_parse_build_commands 0:1: -N
1731238861.755318 cmd_parse_build_commands 0:2: Split window horizontally
1731238861.755320 cmd_parse_build_commands 0:3: %
1731238861.755323 cmd_parse_build_commands 0:4 0:0: split-window
1731238861.755325 cmd_parse_build_commands 0:4 0:1: -h
1731238861.755327 cmd_parse_build_commands 0:0: split-window
1731238861.755329 cmd_parse_build_commands 0:1: -h
1731238861.755333 args_parse_flags: next -h
1731238861.755335 args_parse_flags: -h
1731238861.755337 args_parse: flags end at 2 of 2
1731238861.755339 cmd_parse_build_commands: split-window -h
1731238861.755341 args_parse_flags: next -N
1731238861.755344 args_parse_flag_argument: -N = Split window horizontally
1731238861.755346 args_parse_flags: next %
1731238861.755348 args_parse: flags end at 3 of 5
1731238861.755350 args_parse: 3 = % (type STRING)
1731238861.755352 args_parse: 4 = split-window -h (type COMMANDS)
1731238861.755357 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1731238861.755360 cmdq_get_command: [bind-key/0x63318e7e59a0] group 70
1731238861.755362 cmdq_append <global>: [bind-key/0x63318e7e59a0]
1731238861.755364 yylex_token: end at WS
1731238861.755366 yylex_token: bind
1731238861.755368 yylex_token: end at WS
1731238861.755370 yylex_token: -N
1731238861.755372 yylex_token: end at WS
1731238861.755374 yylex_token: Kill current window
1731238861.755376 yylex_token: end at WS
1731238861.755378 yylex_token: &
1731238861.755380 yylex_token: end at WS
1731238861.755382 yylex_token: confirm-before
1731238861.755384 yylex_token: end at WS
1731238861.755386 yylex_token: -pkill-window #W? (y/n)
1731238861.755388 yylex_token: end at WS
1731238861.755390 yylex_token: kill-window
1731238861.755393 cmd_parse_build_commands 0:0: bind
1731238861.755395 cmd_parse_build_commands 0:1: -N
1731238861.755397 cmd_parse_build_commands 0:2: Kill current window
1731238861.755399 cmd_parse_build_commands 0:3: &
1731238861.755401 cmd_parse_build_commands 0:4 0:0: confirm-before
1731238861.755403 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1731238861.755405 cmd_parse_build_commands 0:4 0:2: kill-window
1731238861.755408 cmd_parse_build_commands 0:0: confirm-before
1731238861.755410 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1731238861.755412 cmd_parse_build_commands 0:2: kill-window
1731238861.755415 args_parse_flags: next -pkill-window #W? (y/n)
1731238861.755417 args_parse_flag_argument: -p = kill-window #W? (y/n)
1731238861.755419 args_parse_flags: next kill-window
1731238861.755421 args_parse: flags end at 2 of 3
1731238861.755423 args_parse: 2 = kill-window (type STRING)
1731238861.755427 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1731238861.755429 args_parse_flags: next -N
1731238861.755432 args_parse_flag_argument: -N = Kill current window
1731238861.755433 args_parse_flags: next &
1731238861.755435 args_parse: flags end at 3 of 5
1731238861.755437 args_parse: 3 = & (type STRING)
1731238861.755441 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1731238861.755447 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1731238861.755450 cmdq_get_command: [bind-key/0x63318e7e6190] group 78
1731238861.755452 cmdq_append <global>: [bind-key/0x63318e7e6190]
1731238861.755454 yylex_token: end at WS
1731238861.755456 yylex_token: bind
1731238861.755458 yylex_token: end at WS
1731238861.755460 yylex_token: -N
1731238861.755462 yylex_token: end at WS
1731238861.755464 yylex_token: Prompt for window index to select
1731238861.755466 yylex_token: end at WS
1731238861.755471 yylex_token: '
1731238861.755473 yylex_token: end at WS
1731238861.755475 yylex_token: command-prompt
1731238861.755477 yylex_token: end at WS
1731238861.755479 yylex_token: -T
1731238861.755481 yylex_token: end at WS
1731238861.755483 yylex_token: window-target
1731238861.755486 yylex_token: end at WS
1731238861.755488 yylex_token: -pindex
1731238861.755490 yylex_token: end at WS
1731238861.755492 yylex_token: select-window
1731238861.755494 yylex_token: end at WS
1731238861.755496 yylex_token: -t
1731238861.755497 yylex_token: end at WS
1731238861.755499 yylex_token: :%%
1731238861.755502 cmd_parse_build_commands 0:0: bind
1731238861.755504 cmd_parse_build_commands 0:1: -N
1731238861.755506 cmd_parse_build_commands 0:2: Prompt for window index to select
1731238861.755508 cmd_parse_build_commands 0:3: '
1731238861.755510 cmd_parse_build_commands 0:4 0:0: command-prompt
1731238861.755512 cmd_parse_build_commands 0:4 0:1: -T
1731238861.755514 cmd_parse_build_commands 0:4 0:2: window-target
1731238861.755516 cmd_parse_build_commands 0:4 0:3: -pindex
1731238861.755518 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1731238861.755520 cmd_parse_build_commands 0:4 0:4 0:1: -t
1731238861.755522 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1731238861.755525 cmd_parse_build_commands 0:0: command-prompt
1731238861.755527 cmd_parse_build_commands 0:1: -T
1731238861.755529 cmd_parse_build_commands 0:2: window-target
1731238861.755531 cmd_parse_build_commands 0:3: -pindex
1731238861.755533 cmd_parse_build_commands 0:4 0:0: select-window
1731238861.755535 cmd_parse_build_commands 0:4 0:1: -t
1731238861.755537 cmd_parse_build_commands 0:4 0:2: :%%
1731238861.755539 cmd_parse_build_commands 0:0: select-window
1731238861.755541 cmd_parse_build_commands 0:1: -t
1731238861.755543 cmd_parse_build_commands 0:2: :%%
1731238861.755546 args_parse_flags: next -t
1731238861.755549 args_parse_flag_argument: -t = :%%
1731238861.755551 args_parse: flags end at 3 of 3
1731238861.755555 cmd_parse_build_commands: select-window -t ":%%"
1731238861.755557 args_parse_flags: next -T
1731238861.755559 args_parse_flag_argument: -T = window-target
1731238861.755561 args_parse_flags: next -pindex
1731238861.755563 args_parse_flag_argument: -p = index
1731238861.755565 args_parse: flags end at 4 of 5
1731238861.755568 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1731238861.755573 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1731238861.755575 args_parse_flags: next -N
1731238861.755577 args_parse_flag_argument: -N = Prompt for window index to select
1731238861.755579 args_parse_flags: next '
1731238861.755581 args_parse: flags end at 3 of 5
1731238861.755583 args_parse: 3 = ' (type STRING)
1731238861.755587 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1731238861.755594 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1731238861.755598 cmdq_get_command: [bind-key/0x63318e7e7400] group 86
1731238861.755600 cmdq_append <global>: [bind-key/0x63318e7e7400]
1731238861.755603 yylex_token: end at WS
1731238861.755605 yylex_token: bind
1731238861.755607 yylex_token: end at WS
1731238861.755609 yylex_token: -N
1731238861.755611 yylex_token: end at WS
1731238861.755613 yylex_token: Switch to previous client
1731238861.755615 yylex_token: end at WS
1731238861.755617 yylex_token: (
1731238861.755619 yylex_token: end at WS
1731238861.755621 yylex_token: switch-client
1731238861.755623 yylex_token: end at WS
1731238861.755625 yylex_token: -p
1731238861.755627 cmd_parse_build_commands 0:0: bind
1731238861.755629 cmd_parse_build_commands 0:1: -N
1731238861.755631 cmd_parse_build_commands 0:2: Switch to previous client
1731238861.755633 cmd_parse_build_commands 0:3: (
1731238861.755635 cmd_parse_build_commands 0:4 0:0: switch-client
1731238861.755637 cmd_parse_build_commands 0:4 0:1: -p
1731238861.755640 cmd_parse_build_commands 0:0: switch-client
1731238861.755645 cmd_parse_build_commands 0:1: -p
1731238861.755648 args_parse_flags: next -p
1731238861.755650 args_parse_flags: -p
1731238861.755652 args_parse: flags end at 2 of 2
1731238861.755655 cmd_parse_build_commands: switch-client -p
1731238861.755657 args_parse_flags: next -N
1731238861.755659 args_parse_flag_argument: -N = Switch to previous client
1731238861.755661 args_parse_flags: next (
1731238861.755663 args_parse: flags end at 3 of 5
1731238861.755665 args_parse: 3 = ( (type STRING)
1731238861.755668 args_parse: 4 = switch-client -p (type COMMANDS)
1731238861.755672 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1731238861.755675 cmdq_get_command: [bind-key/0x63318e7e7810] group 98
1731238861.755678 cmdq_append <global>: [bind-key/0x63318e7e7810]
1731238861.755680 yylex_token: end at WS
1731238861.755681 yylex_token: bind
1731238861.755683 yylex_token: end at WS
1731238861.755685 yylex_token: -N
1731238861.755687 yylex_token: end at WS
1731238861.755689 yylex_token: Switch to next client
1731238861.755691 yylex_token: end at WS
1731238861.755693 yylex_token: )
1731238861.755695 yylex_token: end at WS
1731238861.755697 yylex_token: switch-client
1731238861.755699 yylex_token: end at WS
1731238861.755700 yylex_token: -n
1731238861.755703 cmd_parse_build_commands 0:0: bind
1731238861.755705 cmd_parse_build_commands 0:1: -N
1731238861.755707 cmd_parse_build_commands 0:2: Switch to next client
1731238861.755709 cmd_parse_build_commands 0:3: )
1731238861.755711 cmd_parse_build_commands 0:4 0:0: switch-client
1731238861.755713 cmd_parse_build_commands 0:4 0:1: -n
1731238861.755716 cmd_parse_build_commands 0:0: switch-client
1731238861.755717 cmd_parse_build_commands 0:1: -n
1731238861.755720 args_parse_flags: next -n
1731238861.755722 args_parse_flags: -n
1731238861.755724 args_parse: flags end at 2 of 2
1731238861.755727 cmd_parse_build_commands: switch-client -n
1731238861.755729 args_parse_flags: next -N
1731238861.755731 args_parse_flag_argument: -N = Switch to next client
1731238861.755733 args_parse_flags: next )
1731238861.755735 args_parse: flags end at 3 of 5
1731238861.755737 args_parse: 3 = ) (type STRING)
1731238861.755740 args_parse: 4 = switch-client -n (type COMMANDS)
1731238861.755744 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1731238861.755747 cmdq_get_command: [bind-key/0x63318e7e7910] group 106
1731238861.755749 cmdq_append <global>: [bind-key/0x63318e7e7910]
1731238861.755751 yylex_token: end at WS
1731238861.755753 yylex_token: bind
1731238861.755755 yylex_token: end at WS
1731238861.755757 yylex_token: -N
1731238861.755759 yylex_token: end at WS
1731238861.755761 yylex_token: Rename current window
1731238861.755763 yylex_token: end at WS
1731238861.755765 yylex_token: ,
1731238861.755767 yylex_token: end at WS
1731238861.755769 yylex_token: command-prompt
1731238861.755771 yylex_token: end at WS
1731238861.755772 yylex_token: -I#W
1731238861.755775 yylex_token: end at WS
1731238861.755776 yylex_token: rename-window
1731238861.755778 yylex_token: end at WS
1731238861.755780 yylex_token: --
1731238861.755782 yylex_token: end at WS
1731238861.755784 yylex_token: %%
1731238861.755786 cmd_parse_build_commands 0:0: bind
1731238861.755788 cmd_parse_build_commands 0:1: -N
1731238861.755790 cmd_parse_build_commands 0:2: Rename current window
1731238861.755792 cmd_parse_build_commands 0:3: ,
1731238861.755794 cmd_parse_build_commands 0:4 0:0: command-prompt
1731238861.755796 cmd_parse_build_commands 0:4 0:1: -I#W
1731238861.755799 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1731238861.755801 cmd_parse_build_commands 0:4 0:2 0:1: --
1731238861.755802 cmd_parse_build_commands 0:4 0:2 0:2: %%
1731238861.755805 cmd_parse_build_commands 0:0: command-prompt
1731238861.755807 cmd_parse_build_commands 0:1: -I#W
1731238861.755809 cmd_parse_build_commands 0:2 0:0: rename-window
1731238861.755811 cmd_parse_build_commands 0:2 0:1: --
1731238861.755813 cmd_parse_build_commands 0:2 0:2: %%
1731238861.755818 cmd_parse_build_commands 0:0: rename-window
1731238861.755820 cmd_parse_build_commands 0:1: --
1731238861.755822 cmd_parse_build_commands 0:2: %%
1731238861.755825 args_parse_flags: next --
1731238861.755827 args_parse: flags end at 2 of 3
1731238861.755829 args_parse: 2 = %% (type STRING)
1731238861.755832 cmd_parse_build_commands: rename-window "%%"
1731238861.755834 args_parse_flags: next -I#W
1731238861.755836 args_parse_flag_argument: -I = #W
1731238861.755838 args_parse: flags end at 2 of 3
1731238861.755841 args_parse: 2 = rename-window "%%" (type COMMANDS)
1731238861.755845 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1731238861.755847 args_parse_flags: next -N
1731238861.755849 args_parse_flag_argument: -N = Rename current window
1731238861.755851 args_parse_flags: next ,
1731238861.755853 args_parse: flags end at 3 of 5
1731238861.755855 args_parse: 3 = , (type STRING)
1731238861.755859 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1731238861.755864 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1731238861.755867 cmdq_get_command: [bind-key/0x63318e7e8b40] group 114
1731238861.755869 cmdq_append <global>: [bind-key/0x63318e7e8b40]
1731238861.755873 yylex_token: end at WS
1731238861.755875 yylex_token: bind
1731238861.755877 yylex_token: end at WS
1731238861.755879 yylex_token: -N
1731238861.755881 yylex_token: end at WS
1731238861.755883 yylex_token: Delete the most recent paste buffer
1731238861.755885 yylex_token: end at WS
1731238861.755887 yylex_token: -
1731238861.755889 yylex_token: end at WS
1731238861.755891 yylex_token: delete-buffer
1731238861.755894 cmd_parse_build_commands 0:0: bind
1731238861.755896 cmd_parse_build_commands 0:1: -N
1731238861.755898 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1731238861.755900 cmd_parse_build_commands 0:3: -
1731238861.755902 cmd_parse_build_commands 0:4 0:0: delete-buffer
1731238861.755905 cmd_parse_build_commands 0:0: delete-buffer
1731238861.755907 args_parse: flags end at 1 of 1
1731238861.755909 cmd_parse_build_commands: delete-buffer
1731238861.755911 args_parse_flags: next -N
1731238861.755914 args_parse_flag_argument: -N = Delete the most recent paste buffer
1731238861.755915 args_parse_flags: next -
1731238861.755917 args_parse: flags end at 3 of 5
1731238861.755919 args_parse: 3 = - (type STRING)
1731238861.755922 args_parse: 4 = delete-buffer (type COMMANDS)
1731238861.755926 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1731238861.755928 cmdq_get_command: [bind-key/0x63318e7e91e0] group 126
1731238861.755931 cmdq_append <global>: [bind-key/0x63318e7e91e0]
1731238861.755934 yylex_token: end at WS
1731238861.755936 yylex_token: bind
1731238861.755938 yylex_token: end at WS
1731238861.755940 yylex_token: -N
1731238861.755942 yylex_token: end at WS
1731238861.755944 yylex_token: Move the current window
1731238861.755946 yylex_token: end at WS
1731238861.755947 yylex_token: .
1731238861.755950 yylex_token: end at WS
1731238861.755951 yylex_token: command-prompt
1731238861.755953 yylex_token: end at WS
1731238861.755955 yylex_token: -T
1731238861.755957 yylex_token: end at WS
1731238861.755959 yylex_token: target
1731238861.755961 yylex_token: end at WS
1731238861.755963 yylex_token: move-window
1731238861.755965 yylex_token: end at WS
1731238861.755966 yylex_token: -t
1731238861.755968 yylex_token: end at WS
1731238861.755970 yylex_token: %%
1731238861.755973 cmd_parse_build_commands 0:0: bind
1731238861.755975 cmd_parse_build_commands 0:1: -N
1731238861.755977 cmd_parse_build_commands 0:2: Move the current window
1731238861.755979 cmd_parse_build_commands 0:3: .
1731238861.755981 cmd_parse_build_commands 0:4 0:0: command-prompt
1731238861.755983 cmd_parse_build_commands 0:4 0:1: -T
1731238861.755985 cmd_parse_build_commands 0:4 0:2: target
1731238861.755988 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1731238861.755990 cmd_parse_build_commands 0:4 0:3 0:1: -t
1731238861.755995 cmd_parse_build_commands 0:4 0:3 0:2: %%
1731238861.755997 cmd_parse_build_commands 0:0: command-prompt
1731238861.756000 cmd_parse_build_commands 0:1: -T
1731238861.756001 cmd_parse_build_commands 0:2: target
